student_name,age,gender,region,internet_access_type,education_level,employment_status,device_type,weekly_study_hours,learning_goal,prior_courses_completed,course_name,course_category,difficulty_level,total_modules,total_quizzes,course_duration_weeks,enrollment_date,completion_status,login_date,session_duration_minutes,modules_accessed,videos_watched,total_posts,avg_session_duration,assessment_type,score_obtained,quiz_avg_score,assignment_avg_score,satisfaction_rating,engagement_score,performance_score,study_consistency,course_load_ratio,activity_rate
Lauren Jackson,49.0,Male,Region Iii,Broadband,College,Student,Mobile,17.1,Personal Interest,13.0,Data Science Fundamentals,IT,Advanced,7.0,8.0,15.0,2022-03-04,Completed,2024-04-26,152.9,20.0,48.0,21.0,27.0,Assignment,93.01,36.87,65.445,5.0,29.666666666666668,51.1575,461.70000000000005,1.0,3058.0
Stephanie Gomez,43.0,Female,Ncr,Broadband,Graduate,Student,Desktop,14.0,Career Change,7.0,Web Development Bootcamp,Business,Beginner,24.0,7.0,4.0,,Dropped,2024-02-23,92.7,20.0,44.0,27.0,88.2,Final Exam,-6.691250000000011,36.48,43.26,3.0,30.333333333333332,39.87,1234.8,0.8333333333333334,1854.0
Sylvia Rhodes,55.0,Male,Region Xi,Limited,High School,Employed,Laptop,1.8,Personal Interest,-5.0,Python For Beginners,IT,Beginner,-5.0,9.0,23.0,,Completed,2024-03-05,78.5,3.0,36.0,27.0,98.8,Quiz,97.2,133.78125000000003,81.34,4.0,22.0,107.56062500000002,177.84,0.0,235.5
Troy Davis,35.0,Non-Binary,Region Xi,Mobile,Graduate,Employed,Mobile,18.9,Career Change,10.0,Ui/Ux Design Principles,Arts,Intermediate,27.0,11.0,12.0,,Ongoing,2022-08-24,173.2,28.0,42.0,19.0,133.6,Quiz,72.3,82.68,76.22,5.0,29.666666666666668,79.45,2525.0399999999995,1.0,4849.599999999999
Angie Potts,-4.0,Other,Ncr,Broadband,Hs,Student,Tablet,5.7,Skill Upgrade,3.0,Python For Beginners,Arts,Intermediate,20.0,10.0,5.0,,Dropped,2022-12-04,139.4,5.0,33.0,5.0,87.9,Assignment,59.39,62.59,36.31,3.0,14.333333333333334,49.45,501.03000000000003,0.25,697.0
Jennifer Friedman,54.0,Other,Region V,Mobile,College,Unemployed,Mobile,3.7,Career Change,5.0,Mobile App Development,Arts,Intermediate,15.0,13.0,5.0,,Completed,2024-02-06,160.9,21.0,21.0,27.0,158.9,Assignment,82.05,76.95,54.8,3.0,23.0,65.875,587.9300000000001,1.0,3378.9
Shelly Chapman,23.0,Male,Region Vi,Limited,College,Student,Mobile,15.7,Academic Requirement,7.0,Mobile App Development,Science,Intermediate,5.0,13.0,17.0,,Dropped,2024-01-17,95.7,12.0,25.0,13.0,54.6,Quiz,43.09,133.78125000000003,54.95,3.0,16.666666666666668,94.36562500000002,857.22,1.0,1148.4
Monica Garrett,52.0,Male,Region I,Mobile,Graduate,Employed,Tablet,14.9,Personal Interest,1.0,Digital Marketing,Science,Intermediate,24.0,12.0,23.0,,Ongoing,2023-01-03,261.9125,18.0,48.0,26.0,76.8,Final Exam,46.38,56.06,89.37,3.0,30.666666666666668,72.715,1144.32,0.75,4714.425
Melissa Fuller,49.0,Male,Ncr,Broadband,College,Employed,Laptop,1.8,Personal Interest,7.0,Business Analytics,Business,Intermediate,9.0,19.0,22.0,2024-05-01,Completed,2022-03-25,99.4,4.0,29.0,19.0,153.4,Quiz,84.35,48.48,37.02,4.0,17.333333333333332,42.75,276.12,0.4444444444444444,397.6
Daniel Everett,26.0,Female,Ncr,Broadband,High School,Employed,Desktop,17.0,Skill Upgrade,8.0,Data Science Fundamentals,IT,Intermediate,18.0,14.0,22.0,,Completed,2024-06-24,164.6,7.0,44.0,6.0,11.2,Final Exam,66.82,53.41,93.02,5.0,19.0,73.215,190.39999999999998,0.3888888888888889,1152.2
Valerie Cannon,43.0,Male,Ncr,Broadband,Graduate,Student,Mobile,-6.7,Personal Interest,11.0,Cloud Computing Basics,Science,Intermediate,24.0,5.0,15.0,,Dropped,2023-09-17,35.8,15.0,44.0,14.0,28.0,Assignment,43.04,45.21,65.445,5.0,24.333333333333332,55.3275,-187.6,0.625,537.0
Kevin Wong,55.0,Non-Binary,Ncr,Mobile,College,Student,Laptop,2.1,Career Change,8.0,Data Science Fundamentals,Science,Beginner,22.0,3.0,9.0,2022-11-05,Completed,2022-11-27,141.3,16.0,42.0,27.0,132.7,Final Exam,97.82,75.97,85.8,3.0,28.333333333333332,80.88499999999999,278.67,0.7272727272727273,2260.8
Mary Powell,50.0,Female,Region V,Limited,College,Student,Mobile,11.3,,5.0,Mobile App Development,IT,Advanced,21.0,15.0,19.0,,Completed,2022-06-26,35.2,4.0,11.0,29.0,159.4,Assignment,35.6,93.29,82.67,1.0,14.666666666666666,87.98,1801.2200000000003,0.19047619047619047,140.8
Matthew Owens,43.0,Female,Region Iv-A,Limited,College,Student,Mobile,17.2,Career Change,10.0,Mobile App Development,IT,Beginner,29.0,6.0,22.0,2022-09-07,Ongoing,2024-11-17,261.9125,17.0,2.0,17.0,87.1,Final Exam,95.75,64.89500000000001,44.19,4.0,12.0,54.542500000000004,1498.12,0.5862068965517241,4452.512500000001
Aaron Duran,47.0,Female,Region Ix,Mobile,College,Student,Laptop,17.0,Skill Upgrade,7.0,Ui/Ux Design Principles,IT,Advanced,22.0,16.0,13.0,2024-12-04,Completed,2022-07-26,51.4,12.0,34.0,10.0,88.2,Final Exam,58.39,81.83,30.04,5.0,18.666666666666668,55.935,1499.4,0.5454545454545454,616.8
Jonathan Mcneil,31.0,Male,Ncr,Broadband,Graduate,Employed,Laptop,16.5,Skill Upgrade,1.0,Cybersecurity Essentials,Math,Intermediate,18.0,7.0,23.0,2023-12-11,Dropped,2023-05-06,34.1,1.0,0.0,2.0,132.5,Assignment,47.39,60.96,80.92,3.0,1.0,70.94,2186.25,0.05555555555555555,34.1
John Harris,19.0,Male,Ncr,Broadband,College,Employed,Laptop,17.3,Personal Interest,14.0,Data Science Fundamentals,Math,Beginner,15.0,8.0,5.0,2023-03-03,Completed,2022-10-26,150.0,27.0,39.0,24.0,10.6,Assignment,46.04,30.54,43.65,2.0,30.0,37.095,183.38,1.0,4050.0
Theresa Bowen,28.0,Other,Ncr,Broadband,High School,Student,Laptop,18.2,Career Change,15.0,Web Development Bootcamp,IT,Advanced,11.0,8.0,7.0,2022-10-06,Dropped,2023-09-08,50.4,4.0,34.0,14.0,24.4,Assignment,91.14,77.71,55.28,3.0,17.333333333333332,66.495,444.08,0.36363636363636365,201.6
Stephanie Gregory,35.5,Non-Binary,Region Ix,Broadband,High School,Employed,Mobile,13.8,Skill Upgrade,3.0,Python For Beginners,IT,Intermediate,17.0,13.0,20.0,2023-10-02,Dropped,2022-07-03,172.3,24.0,27.0,29.0,60.9,Quiz,30.72,97.54,98.04,1.0,26.666666666666668,97.79,840.4200000000001,1.0,4135.200000000001
Allen Alvarez,40.0,Male,Region Vii,Broadband,High School,Unemployed,Laptop,18.8,Personal Interest,0.0,Ui/Ux Design Principles,Science,Intermediate,11.0,10.0,15.0,,Completed,2024-04-27,11.6,21.0,5.0,25.0,68.5,Final Exam,35.9,32.65,56.28,5.0,17.0,44.465,1287.8,1.0,243.6
Katherine Mcconnell,22.0,Male,Region X,Mobile,College,Employed,Laptop,13.5,Personal Interest,10.0,Web Development Bootcamp,Science,Intermediate,14.0,10.0,8.0,2023-01-05,Ongoing,2024-06-13,128.1,12.0,8.0,21.0,268.7875,Assignment,70.62,43.91,94.26,5.0,13.666666666666666,69.08500000000001,3628.6312500000004,0.8571428571428571,1537.1999999999998
Javier Fields,20.0,Male,Region Vii,Limited,Graduate,Employed,Mobile,16.8,Skill Upgrade,2.0,Web Development Bootcamp,Math,Beginner,10.0,15.0,9.0,,Ongoing,2023-07-16,170.4,19.0,44.0,16.0,72.7,Quiz,137.27875,57.11,81.66,1.0,26.333333333333332,69.38499999999999,1221.3600000000001,1.0,3237.6
Melissa Jones,37.0,Male,Region Xii,Limited,High School,Employed,Mobile,13.1,Personal Interest,4.0,Python For Beginners,Business,Intermediate,8.0,17.0,8.0,,Dropped,2023-07-13,169.6,7.0,46.0,15.0,91.3,Final Exam,96.64,80.96,34.89,4.0,22.666666666666668,57.925,1196.03,0.875,1187.2
Teresa Hines,28.0,Male,Ncr,Mobile,College,Unemployed,Laptop,11.0,Personal Interest,3.0,Business Analytics,Arts,Beginner,30.0,3.0,15.0,,Dropped,2022-11-26,94.9,9.0,11.0,15.0,12.5,Final Exam,51.02,75.89,99.27,4.0,11.666666666666666,87.58,137.5,0.3,854.1
Melissa Walters,28.0,Female,Ncr,Limited,College,Employed,Desktop,9.4,Career Change,6.0,Python For Beginners,Math,Advanced,5.0,17.0,-6.0,2022-11-05,Dropped,2023-01-11,94.9,19.0,43.0,20.0,148.0,Assignment,35.86,92.81,-1.7637499999999946,-1.0,27.333333333333332,45.52312500000001,1391.2,1.0,1803.1000000000001
David Molina,29.0,Male,Region Vi,Mobile,High School,Employed,Laptop,14.3,Skill Upgrade,13.0,Cybersecurity Essentials,Science,Advanced,6.0,14.0,10.0,2023-01-04,Ongoing,2022-10-26,17.3,23.0,3.0,20.0,173.8,Quiz,65.33,30.21,54.74,5.0,15.333333333333334,42.475,2485.34,1.0,397.90000000000003
Kyle Reyes,22.0,Male,Region Iii,Mobile,College,Employed,Tablet,11.0,Skill Upgrade,5.0,Business Analytics,Math,Intermediate,8.0,5.0,22.0,2022-03-06,Completed,2023-03-08,129.4,15.0,11.0,10.0,103.8,Quiz,43.04,62.76,132.58625,1.0,12.0,97.673125,1141.8,1.0,1941.0
Kathleen Miller,33.0,Male,Region Iv-A,Limited,Graduate,Student,Mobile,2.2,Academic Requirement,4.0,Data Science Fundamentals,IT,Beginner,8.0,11.0,22.0,2022-10-05,Ongoing,2023-03-13,28.2,20.0,39.0,11.0,41.9,Final Exam,85.5,133.78125000000003,51.53,1.0,23.333333333333332,92.65562500000001,92.18,1.0,564.0
Danielle Perkins,18.0,Male,Caraga,Limited,Graduate,Student,Laptop,5.2,Skill Upgrade,4.0,Digital Marketing,Business,Advanced,5.0,18.0,20.0,,Completed,2023-03-08,146.2,15.0,44.0,17.0,42.9,Assignment,89.65,48.92,82.4,1.0,25.333333333333332,65.66,223.08,1.0,2193.0
Natasha Lee,17.0,Male,Region Xi,Broadband,College,Employed,Laptop,8.4,Career Change,13.0,Web Development Bootcamp,IT,Intermediate,13.0,9.0,24.0,2024-09-02,Completed,2024-02-07,94.9,27.0,43.0,22.0,78.9,Quiz,68.75,86.05,56.16,2.0,30.666666666666668,71.10499999999999,662.7600000000001,1.0,2562.3
Nicole Shannon,40.0,Female,Region Vi,Broadband,College,Employed,Desktop,13.4,Academic Requirement,3.0,Cybersecurity Essentials,IT,Beginner,27.0,15.0,11.0,,Completed,2023-08-23,29.3,30.0,22.0,23.0,13.4,Assignment,97.88,41.59,63.24,2.0,25.0,52.415000000000006,179.56,1.0,879.0
Nicholas James,42.0,Non-Binary,Region Ix,Broadband,Graduate,Employed,Mobile,3.5,Personal Interest,4.0,Python For Beginners,Science,Intermediate,20.0,8.0,14.0,,Completed,2023-08-02,148.3,12.0,37.0,47.0,50.6,Assignment,48.37,64.83,73.59,5.0,32.0,69.21000000000001,177.1,0.6,1779.6000000000001
David Ware,35.5,Female,Region Iv-A,Limited,College,Employed,Mobile,10.5,Skill Upgrade,6.0,Cybersecurity Essentials,IT,Intermediate,13.0,16.0,24.0,2023-01-06,Completed,2024-10-23,101.8,29.0,10.0,12.0,102.0,Quiz,42.6,46.59,96.83,3.0,17.0,71.71000000000001,1071.0,1.0,2952.2
John Fleming,51.0,Male,Barmm,Mobile,College,Employed,Mobile,8.1,Personal Interest,9.0,Machine Learning A-Z,Math,Beginner,25.0,7.0,9.0,2023-04-12,Dropped,2022-05-27,51.8,21.0,14.0,19.0,51.8,Quiz,58.92,40.75,92.96,3.0,18.0,66.85499999999999,419.58,0.84,1087.8
Michael Nelson,40.0,Female,Region Vii,Broadband,High School,Student,Mobile,9.9,Career Change,7.0,Cybersecurity Essentials,Business,Intermediate,29.0,11.0,10.0,,Ongoing,2022-07-09,69.1,29.0,14.0,47.0,72.8,Final Exam,58.32,50.4,67.82,3.0,30.0,59.11,720.72,1.0,2003.8999999999999
Sarah Robertson,46.0,Male,Ncr,Mobile,College,Employed,Laptop,10.7,Career Change,1.0,Python For Beginners,Science,Intermediate,13.0,12.0,22.0,,Completed,2023-03-23,128.4,12.0,46.0,4.0,46.7,Assignment,51.55,94.17,59.59,5.0,20.666666666666668,76.88,499.69,0.9230769230769231,1540.8000000000002
Stephanie Johnson,26.0,Male,Region V,Limited,College,Unemployed,Laptop,19.4,Personal Interest,9.0,Cybersecurity Essentials,Business,Intermediate,10.0,12.0,15.0,,Ongoing,2024-06-13,175.4,16.0,28.0,22.0,140.8,Quiz,66.54,42.53,90.07,1.0,22.0,66.3,2731.52,1.0,2806.4
Roger Mcdonald,39.0,Male,Region Iii,Mobile,College,Student,Mobile,1.8,Skill Upgrade,12.0,Data Science Fundamentals,IT,Advanced,15.0,14.0,23.0,2023-07-09,Completed,2023-07-25,66.5,14.0,30.0,26.0,15.5,Quiz,96.03,64.89500000000001,58.66,1.0,23.333333333333332,61.7775,27.900000000000002,0.9333333333333333,931.0
Megan Mendez,35.5,Male,Region I,Broadband,College,Student,Mobile,-8.55,Career Change,4.0,Mobile App Development,Science,Advanced,20.0,17.0,9.0,2023-10-11,Completed,2024-05-07,92.3,7.0,18.0,5.0,-77.31250000000003,Assignment,83.59,46.36,83.22,2.0,10.0,64.78999999999999,661.0218750000003,0.35,646.1
Theresa Keller,40.0,Other,Region Iii,Broadband,Graduate,Unemployed,Laptop,10.5,Career Change,12.0,Business Analytics,Science,Intermediate,8.0,17.0,4.0,,Ongoing,2024-03-14,163.7,14.0,40.0,22.0,24.8,Quiz,65.15,72.48,65.445,5.0,25.333333333333332,68.9625,260.40000000000003,1.0,2291.7999999999997
Juan Rogers,27.0,Female,Region X,Mobile,Graduate,Employed,Laptop,18.8,Academic Requirement,14.0,Web Development Bootcamp,Math,Intermediate,6.0,4.0,8.0,2022-07-12,Completed,2023-01-15,141.7,12.0,11.0,26.0,62.6,Final Exam,47.06,40.38,73.55,4.0,16.333333333333332,56.965,1176.88,1.0,1700.3999999999999
Ann Taylor,36.0,Male,Ncr,Mobile,College,Unemployed,Mobile,5.9,Personal Interest,5.0,Business Analytics,Science,Intermediate,20.0,13.0,20.0,,Completed,2024-05-07,54.2,15.0,6.0,26.0,94.4,Quiz,74.86,46.47,44.84,1.0,15.666666666666666,45.655,556.96,0.75,813.0
Wyatt Martinez,29.0,Female,Ncr,Broadband,College,Student,Mobile,3.0,Academic Requirement,4.0,Data Science Fundamentals,Science,Intermediate,22.0,4.0,5.0,2023-12-05,Completed,2023-04-22,80.3,15.0,29.0,10.0,98.8,Quiz,68.95,69.39,56.41,5.0,18.0,62.9,296.4,0.6818181818181818,1204.5
Daniel Willis,54.0,Female,Ncr,Broadband,High School,Employed,Laptop,7.4,Career Change,1.0,Mobile App Development,Business,Intermediate,9.0,15.0,6.0,,Completed,2024-05-07,117.4,8.0,21.0,23.0,134.5,Quiz,45.12,59.78,41.49,2.0,17.333333333333332,50.635000000000005,995.3000000000001,0.8888888888888888,939.2
Anthony Andersen,23.0,Female,Region V,Limited,College,Employed,Mobile,10.0,Career Change,11.0,Cybersecurity Essentials,Arts,Beginner,25.0,-6.5,13.0,,Completed,2023-07-12,74.4,19.0,23.0,14.0,94.9,Final Exam,67.02,47.16,56.67,1.0,18.666666666666668,51.915,949.0,0.76,1413.6000000000001
Stanley Page,50.0,Female,Region Xi,Mobile,College,Unemployed,Tablet,18.1,Skill Upgrade,8.0,Data Science Fundamentals,IT,Intermediate,30.0,12.0,11.0,2022-08-11,Dropped,2024-12-17,77.2,16.0,28.0,16.0,82.4,Final Exam,49.89,86.42,62.19,2.0,20.0,74.305,1491.4400000000003,0.5333333333333333,1235.2
Katherine Rivers,35.0,Female,Region Iii,Limited,Graduate,Unemployed,Desktop,6.7,Career Change,4.0,Mobile App Development,IT,Beginner,7.0,14.0,20.0,2022-07-04,Ongoing,2022-03-06,105.9,6.0,22.0,19.0,124.0,Quiz,33.11,68.17,38.62,4.0,15.666666666666666,53.394999999999996,830.8000000000001,0.8571428571428571,635.4000000000001
Brenda King,19.0,Male,Region Ix,Broadband,College,Unemployed,Laptop,10.5,Skill Upgrade,-5.0,Business Analytics,Science,Beginner,27.0,12.0,7.0,,Dropped,2022-09-14,135.2,9.0,3.0,9.0,46.7,Assignment,48.1,86.41,92.69,3.0,7.0,89.55,490.35,0.3333333333333333,1216.8
Patricia Mendoza,35.5,Other,Region Vi,Mobile,Graduate,Employed,Mobile,12.6,Academic Requirement,6.0,Data Science Fundamentals,IT,Intermediate,24.0,16.0,17.0,,Completed,2022-05-30,125.6,13.0,20.0,21.0,129.8,Assignment,39.57,79.87,90.52,5.0,18.0,85.195,1635.48,0.5416666666666666,1632.8
Stacy Horn,21.0,Male,Region Xi,Limited,Graduate,Student,Laptop,15.4,Career Change,4.0,Web Development Bootcamp,Science,Intermediate,18.0,20.0,23.0,2024-01-06,Ongoing,2024-11-09,56.5,30.0,21.0,20.0,148.0,Quiz,63.46,65.07,39.68,2.0,23.666666666666668,52.375,2279.2000000000003,1.0,1695.0
Bryan Dougherty,51.0,Female,Barmm,Limited,College,Student,Tablet,10.0,Career Change,13.0,Python For Beginners,Science,Intermediate,25.0,7.0,11.0,2023-05-04,Completed,2022-06-21,111.6,4.0,50.0,3.0,94.9,Final Exam,81.64,87.05,69.0,4.0,19.0,78.025,949.0,0.16,446.4
Crystal Bowman,43.0,Female,Region Xi,Mobile,College,Employed,Tablet,12.6,Skill Upgrade,10.0,Machine Learning A-Z,Science,Intermediate,9.0,3.0,11.0,,Ongoing,2023-04-12,166.0,18.0,21.0,2.0,160.8,Quiz,60.97,-3.8287500000000207,72.15,3.0,13.666666666666666,34.160624999999996,2026.0800000000002,1.0,2988.0
Emily Marsh,19.0,Non-Binary,Region X,Broadband,High School,Employed,Desktop,10.6,Career Change,2.0,Cybersecurity Essentials,IT,Intermediate,8.0,12.0,34.0,2023-08-07,Completed,2022-10-12,10.7,-11.0,25.0,23.0,13.2,Quiz,65.73,83.94,45.72,4.0,12.333333333333334,64.83,139.92,0.0,-117.69999999999999
Denise Kerr,25.0,Male,Region Vii,Mobile,Graduate,Student,Tablet,1.8,Skill Upgrade,15.0,Web Development Bootcamp,Business,Intermediate,26.0,19.0,5.0,,Dropped,2022-10-12,88.4,19.0,31.0,18.0,135.9,Final Exam,79.1,72.68,70.01,2.0,22.666666666666668,71.345,244.62,0.7307692307692307,1679.6000000000001
Nicole Garcia,54.0,Male,Barmm,Broadband,High School,Unemployed,Mobile,16.9,Personal Interest,1.0,Web Development Bootcamp,IT,Intermediate,5.0,18.0,18.0,,Completed,2024-11-25,160.2,5.0,16.0,20.0,20.8,Final Exam,55.01,38.52,67.52,2.0,13.666666666666666,53.019999999999996,351.52,1.0,801.0
Thomas Robertson,31.0,Female,Region I,Broadband,High School,Student,Laptop,6.9,Skill Upgrade,7.0,Data Science Fundamentals,IT,Advanced,28.0,11.0,19.0,2022-03-03,Ongoing,2022-03-23,77.3,16.0,39.0,4.0,18.7,Quiz,44.2,76.91,98.24,5.0,19.666666666666668,87.57499999999999,129.03,0.5714285714285714,1236.8
Joseph Martinez,31.0,Male,Region Iii,Broadband,Graduate,Student,Laptop,19.8,Skill Upgrade,8.0,Machine Learning A-Z,Arts,Beginner,26.0,17.0,19.0,2024-03-10,Dropped,2023-01-23,26.4,17.0,45.0,20.0,161.6,Assignment,-6.691250000000011,54.83,65.72,3.0,27.333333333333332,60.275,3199.68,0.6538461538461539,448.79999999999995
Austin Smith,52.0,Female,Ncr,Mobile,High School,Employed,Mobile,4.6,Skill Upgrade,7.0,Data Science Fundamentals,Business,Intermediate,8.0,5.0,24.0,,Completed,2024-05-21,111.9,29.0,19.0,29.0,27.4,Final Exam,137.27875,37.56,76.01,1.0,25.666666666666668,56.785000000000004,126.03999999999998,1.0,3245.1000000000004
Robert Jenkins,39.0,Male,Ncr,Mobile,College,Employed,Tablet,4.5,Career Change,2.0,Machine Learning A-Z,Arts,Beginner,13.0,11.0,8.0,,Ongoing,2024-04-29,67.3,13.0,37.0,7.0,64.2,Assignment,72.91,72.53,82.99,1.0,19.0,77.75999999999999,288.90000000000003,1.0,874.9
Jenna Bates,23.0,Male,Ncr,Mobile,College,Student,Mobile,-8.0,Personal Interest,2.0,Digital Marketing,IT,Beginner,6.0,13.0,7.0,,Completed,2023-01-19,78.9,25.0,33.0,10.0,69.6,Quiz,65.33,46.68,69.52,5.0,22.666666666666668,58.099999999999994,-556.8,1.0,1972.5000000000002
John Rice,28.0,Female,Region Vii,Broadband,College,Student,Laptop,3.1,Personal Interest,9.0,Data Science Fundamentals,Math,Advanced,15.0,10.0,22.0,2024-11-03,Dropped,2023-12-01,59.8,15.0,49.0,11.0,92.7,Assignment,94.45,42.29,65.445,1.0,25.0,53.86749999999999,287.37,1.0,897.0
Steve Jones,24.0,Female,Region Vii,Mobile,College,Student,Laptop,15.8,Skill Upgrade,12.0,Cloud Computing Basics,Arts,Intermediate,19.0,10.0,8.0,2024-11-05,Ongoing,2022-02-23,94.3,19.0,19.0,2.0,49.6,Final Exam,50.64,71.7,49.96,3.0,13.333333333333334,60.83,783.6800000000001,1.0,1791.7
Scott Aguilar,16.0,Female,Region Vii,Mobile,Graduate,Student,Laptop,8.2,Career Change,5.0,Digital Marketing,Science,Intermediate,22.0,7.0,23.0,2023-12-05,Dropped,2024-05-13,69.4,13.0,41.0,29.0,16.5,Assignment,97.4,86.72,74.23,1.0,27.666666666666668,80.475,135.29999999999998,0.5909090909090909,902.2
Aaron Dixon,39.0,Female,Region Vi,Broadband,College,Student,Tablet,8.9,Personal Interest,8.0,Python For Beginners,Arts,Beginner,24.0,4.0,8.0,2022-01-12,Ongoing,2024-08-23,119.6,19.0,14.0,29.0,-77.31250000000003,Assignment,33.36,81.09,40.43,5.0,20.666666666666668,60.760000000000005,-688.0812500000003,0.7916666666666666,2272.4
Nicholas Graham,53.0,Female,Barmm,Limited,Graduate,Employed,Tablet,17.3,Career Change,9.0,Ui/Ux Design Principles,Business,Beginner,11.0,17.0,11.0,,Ongoing,2023-07-21,132.6,19.0,39.0,7.0,70.4,Final Exam,61.5,63.84,70.2,5.0,21.666666666666668,67.02000000000001,1217.92,1.0,2519.4
Cynthia Jordan,22.0,Female,Region Ii,Mobile,High School,Employed,Mobile,7.1,Skill Upgrade,2.0,Cybersecurity Essentials,Arts,Intermediate,14.0,15.0,14.0,2023-02-02,Ongoing,2024-11-10,261.9125,16.0,43.0,3.0,70.3,Final Exam,53.68,64.89500000000001,99.71,2.0,20.666666666666668,82.30250000000001,499.12999999999994,1.0,4190.6
Cheryl Gonzales,16.0,Male,Ncr,Limited,Graduate,Unemployed,Laptop,12.9,Skill Upgrade,12.0,Cloud Computing Basics,IT,Beginner,18.0,3.0,10.0,2024-06-05,Completed,2024-05-07,67.2,29.0,30.0,0.0,52.3,Assignment,33.69,45.39,76.09,3.0,19.666666666666668,60.74,674.67,1.0,1948.8000000000002
Maria Warren,54.0,Male,Region Viii,Broadband,College,Student,Laptop,13.5,Skill Upgrade,7.0,Business Analytics,Arts,Intermediate,25.0,15.0,14.0,2023-08-10,Dropped,2024-06-03,47.3,10.0,13.0,15.0,108.9,Assignment,33.9,91.34,55.54,3.0,12.666666666666666,73.44,1470.15,0.4,473.0
Lisa Ramirez,16.0,Female,Region Xi,Limited,High School,Employed,Mobile,14.5,Personal Interest,7.0,Business Analytics,IT,Intermediate,30.0,11.0,8.0,2022-10-11,Completed,2022-01-25,71.0,2.0,3.0,29.0,117.6,Assignment,79.12,93.55,65.52,1.0,11.333333333333334,79.535,1705.1999999999998,0.06666666666666667,142.0
Crystal Scott,20.0,Female,Region Xi,Broadband,College,Student,Mobile,10.5,Career Change,7.0,Machine Learning A-Z,IT,Beginner,19.0,11.0,15.0,2024-08-09,Ongoing,2024-05-07,161.5,7.0,32.0,15.0,141.2,Quiz,36.24,-3.8287500000000207,88.33,3.0,18.0,42.250624999999985,1482.6,0.3684210526315789,1130.5
Alexander Hill,38.0,Female,Region Vi,Broadband,High School,Student,Laptop,10.5,Career Change,7.0,Cybersecurity Essentials,IT,Beginner,9.0,16.0,7.0,2023-12-05,Completed,2023-03-25,129.2,16.0,7.0,5.0,83.6,Quiz,58.28,35.04,54.91,1.0,9.333333333333334,44.974999999999994,877.8,1.0,2067.2
Tara Bell,35.0,Male,Ncr,Broadband,College,Employed,Tablet,5.8,Skill Upgrade,1.0,Digital Marketing,Science,Intermediate,27.0,16.0,21.0,,Completed,2022-02-21,39.2,45.5,0.0,19.0,98.1,Final Exam,98.36,35.82,99.71,3.0,21.5,67.765,568.9799999999999,1.0,1783.6000000000001
Christopher Landry,41.0,Female,Metro Manila,Limited,High School,Unemployed,Mobile,17.2,Skill Upgrade,14.0,Data Science Fundamentals,Business,Intermediate,10.0,14.0,10.0,,Dropped,2022-10-28,86.4,3.0,41.0,13.0,33.6,Assignment,87.79,90.52,49.73,2.0,19.0,70.125,577.92,0.3,259.20000000000005
Adam Pace,32.0,Female,Region Xi,Limited,Post Graduate,Unemployed,Desktop,3.6,Academic Requirement,7.0,Cloud Computing Basics,Arts,Intermediate,7.0,7.0,16.0,,Dropped,2022-06-12,24.5,24.0,5.0,17.0,117.0,Quiz,31.58,38.73,-1.7637499999999946,3.0,15.333333333333334,18.483125,421.2,1.0,588.0
Kara Pierce,76.0,Female,Region X,Broadband,College,Employed,Mobile,7.0,Personal Interest,7.0,Data Science Fundamentals,Science,Intermediate,14.0,3.0,21.0,,Ongoing,2024-09-06,261.9125,22.0,19.0,8.0,160.0,Final Exam,48.92,62.23,35.11,3.0,16.333333333333332,48.67,1120.0,1.0,5762.075000000001
Sarah Jones,53.0,Female,Region Xi,Limited,College,Employed,Desktop,10.3,Skill Upgrade,13.0,Business Analytics,IT,Beginner,15.0,20.0,8.0,2022-08-03,Ongoing,2024-05-08,100.6,27.0,14.0,25.0,124.6,Final Exam,43.43,65.07,65.445,5.0,22.0,65.2575,1283.38,1.0,2716.2
George Hamilton,18.0,Male,Region Ix,Broadband,High School,Employed,Laptop,16.3,Skill Upgrade,11.0,Machine Learning A-Z,Business,Intermediate,27.0,15.0,-6.0,,,2022-07-10,136.7,8.0,30.0,21.0,68.9,Quiz,50.33,64.89500000000001,93.7,3.0,19.666666666666668,79.29750000000001,1123.0700000000002,0.2962962962962963,1093.6
Gregory Casey,30.0,Female,Region Vii,Mobile,College,Student,Mobile,14.0,Career Change,1.0,Machine Learning A-Z,Science,Intermediate,24.0,3.0,12.0,,Ongoing,2024-03-28,23.6,1.0,21.0,24.0,113.0,Quiz,74.26,52.25,88.05,4.0,15.333333333333334,70.15,1582.0,0.041666666666666664,23.6
Isabel Smith,16.0,Non-Binary,Ncr,Broadband,College,Unemployed,Desktop,14.3,Skill Upgrade,15.0,Machine Learning A-Z,Science,Intermediate,15.0,3.0,22.0,2024-12-11,Dropped,2023-08-18,44.6,22.0,42.0,9.0,59.1,Quiz,45.76,72.9,72.26,5.0,24.333333333333332,72.58000000000001,845.1300000000001,1.0,981.2
Tammy Gardner,-4.0,Female,Region Iv-A,Broadband,College,Student,Laptop,8.6,Personal Interest,11.0,Business Analytics,IT,Intermediate,14.0,10.0,14.0,2022-05-12,Ongoing,2024-01-04,123.3,27.0,42.0,28.0,70.9,Quiz,66.24,93.3,87.49,1.0,32.333333333333336,90.395,609.74,1.0,3329.1
